time,x,y,z,roll,pitch,yow
0.002628499991260469,0.0,0.0,0.0,0.0,0.0,8.945310041616142e-16
0.005607400002190843,-0.19097328186035156,0.06288290023803711,0.055730342864990234,-0.010056068405608135,0.03773528594895993,-0.007020142302385294
0.007726099996943958,-0.3788173198699951,0.1341104507446289,0.1349225640296936,-0.08292812222640686,0.012042887821984498,-0.007737924493724824
0.010672899996279739,-0.3788173198699951,0.1341104507446289,0.1349225640296936,-0.08292812222640687,0.012042887821984498,-0.007737924493724824
0.012545199992018752,-0.590890645980835,0.19365549087524414,0.1706257462501526,-0.13164265869257502,0.04123791713836407,-0.022197724139648378
0.015249599993694574,-0.590890645980835,0.19365549087524414,0.1706257462501526,-0.13164265869257502,0.04123791713836407,-0.02219772413964838
0.01756300000124611,-0.7489025592803955,0.25284290313720703,0.2197474241256714,-0.17667499758875574,0.04409297240573633,-0.02166139608435382
0.01930980000179261,-0.8948147296905518,0.319063663482666,0.27473270893096924,-0.22546249426538653,0.03663566678756691,-0.0060197207802808
0.021844899994903244,-0.8948147296905518,0.319063663482666,0.27473270893096924,-0.22546249426538648,0.03663566678756692,-0.006019720780280801
0.023949199996422976,-1.0358691215515137,0.380098819732666,0.3139302134513855,-0.25764891859277467,0.0623511989268341,0.003311609007635933
0.025917999999364838,-1.0358691215515137,0.380098819732666,0.3139302134513855,-0.2576489185927746,0.06235119892683409,0.0033116090076359336
0.02789409999968484,-1.1790990829467773,0.4388093948364258,0.3443807363510132,-0.29860015514063254,0.07407603343014627,0.023373089131229208
0.030127399993943982,-1.1790990829467773,0.4388093948364258,0.3443807363510132,-0.29860015514063254,0.07407603343014627,0.02337308913122921
0.03183149998949375,-1.29660964012146,0.48846006393432617,0.3756284713745117,-0.32995206223907486,0.07959874480108961,0.03576645139864143
0.03419219999341294,-1.29660964012146,0.48846006393432617,0.3756284713745117,-0.3299520622390748,0.07959874480108961,0.03576645139864142
0.03604530000302475,-1.412808895111084,0.5381107330322266,0.40284544229507446,-0.35084139382736623,0.09961621489815539,0.03413971489502161
0.03849829999671783,-1.412808895111084,0.5381107330322266,0.40284544229507446,-0.3508413938273662,0.09961621489815539,0.034139714895021614
0.04058010000153445,-1.5222430229187012,0.5773305892944336,0.4253759980201721,-0.3702158950583986,0.12251671469049678,0.03687667266769773
0.04265649999433663,-1.5222430229187012,0.5773305892944336,0.4253759980201721,-0.3702158950583986,0.12251671469049677,0.03687667266769773
0.04444779999903403,-1.6323328018188477,0.6126761436462402,0.4460364580154419,-0.37957529100483206,0.14141388068527483,0.036130417398630946
0.046740999998291954,-1.6323328018188477,0.6126761436462402,0.4460364580154419,-0.37957529100483206,0.14141388068527483,0.03613041739863094
0.04837489999772515,-1.7179250717163086,0.6437897682189941,0.46375393867492676,-0.3939793955060289,0.15683692377023,0.03544931257689345
0.05006699998921249,-1.7179250717163086,0.6437897682189941,0.46375393867492676,-0.39397939550602895,0.15683692377022998,0.03544931257689345
0.05259870000008959,-1.7179250717163086,0.6437897682189941,0.46375393867492676,-0.393979395506029,0.15683692377022998,0.03544931257689345
0.055231099991942756,-1.7738938331604004,0.6814002990722656,0.5209669470787048,-0.42748641084608663,0.11306153006251313,0.051106482566432354
0.05737189999490511,-1.8523633480072021,0.7118582725524902,0.5335435271263123,-0.44021994133103864,0.11449780626956864,0.05347685183955592
0.05926549999276176,-1.8523633480072021,0.7118582725524902,0.5335435271263123,-0.4402199413310386,0.11449780626956865,0.053476851839555924
0.06098569999448955,-1.935124397277832,0.7374882698059082,0.5395933985710144,-0.44490928004526026,0.12434067299792405,0.05650870076429815
0.0626019999908749,-1.935124397277832,0.7374882698059082,0.5395933985710144,-0.44490928004526026,0.12434067299792403,0.05650870076429815
0.06490349999512546,-1.935124397277832,0.7374882698059082,0.5395933985710144,-0.44490928004526026,0.124340672997924,0.05650870076429815
0.06675600000016857,-2.032458782196045,0.7637739181518555,0.530734658241272,-0.4430829006201222,0.12707227663026902,0.07317627544344943
0.06923459999961779,-2.032458782196045,0.7637739181518555,0.530734658241272,-0.4430829006201222,0.12707227663026902,0.07317627544344943
0.07172500000160653,-2.094149589538574,0.7881522178649902,0.527702271938324,-0.44295076546946005,0.13142610584607814,0.0678943647838142
0.07354479999048635,-2.166956663131714,0.8041858673095703,0.5243569612503052,-0.4367109965819661,0.1475909249856231,0.05811395054567247
0.07603769999695942,-2.166956663131714,0.8041858673095703,0.5243569612503052,-0.4367109965819661,0.14759092498562307,0.058113950545672456
0.07780309999361634,-2.2369325160980225,0.8249878883361816,0.5299896001815796,-0.4431911805710851,0.14194224343472553,0.04978979553572171
0.08015399999567308,-2.2369325160980225,0.8249878883361816,0.5299896001815796,-0.4431911805710851,0.14194224343472547,0.0497897955357217
0.08188410000002477,-2.3033320903778076,0.841677188873291,0.5417168140411377,-0.44578643469723633,0.13069098095423265,0.045973074399858226
0.0843555000028573,-2.3033320903778076,0.841677188873291,0.5417168140411377,-0.4457864346972364,0.13069098095423265,0.045973074399858226
0.08626389999699313,-2.367079257965088,0.8629560470581055,0.535815954208374,-0.4365742881445919,0.14714126608714942,0.03673979741485202
0.08858559999498539,-2.367079257965088,0.8629560470581055,0.535815954208374,-0.436574288144592,0.1471412660871494,0.036739797414852025
0.09032920000026934,-2.426624298095703,0.8862018585205078,0.5434304475784302,-0.45001462637125483,0.12642839415935841,0.037976175200546185
0.09261789999436587,-2.426624298095703,0.8862018585205078,0.5434304475784302,-0.45001462637125483,0.12642839415935841,0.03797617520054619
0.09441979999246541,-2.484530210494995,0.9181499481201172,0.5474016070365906,-0.45520965080986614,0.11607797038964869,0.04292880035616482
0.09684679999190848,-2.484530210494995,0.9181499481201172,0.5474016070365906,-0.45520965080986625,0.11607797038964869,0.04292880035616482
0.0986988999939058,-2.5315284729003906,0.945746898651123,0.5389079451560974,-0.4500524251691587,0.10795006403748927,0.04179306130083654
0.1009592999907909,-2.5315284729003906,0.945746898651123,0.5389079451560974,-0.4500524251691587,0.10795006403748926,0.04179306130083654
0.10274149999895599,-2.5895237922668457,0.9732246398925781,0.536695122718811,-0.4432380412009519,0.10201112059351584,0.04558992766912749
0.10505649998958688,-2.5895237922668457,0.9732246398925781,0.536695122718811,-0.44323804120095195,0.10201112059351586,0.04558992766912749
0.10679659999732394,-2.6340484619140625,0.9995698928833008,0.5375966429710388,-0.4446258684677402,0.08025581813283275,0.0524677666967589
