time,x,y,z
2.8048953,6.2698423862457275,1.2859106063842773,-0.14406442642211914
2.8094503999999993,6.472587585449219,1.233801245689392,-0.07718801498413086
2.8134358000000006,6.666108965873718,1.1928677558898926,-0.0038743019104003906
2.8179108999999993,6.862953305244446,1.1470913887023926,0.07939338684082031
2.822434099999999,7.075890898704529,1.096576452255249,0.16540288925170898
2.8264408000000003,7.307067513465881,1.053139567375183,0.2595186233520508
2.8304463999999996,7.539659738540649,1.0190606117248535,0.34672021865844727
2.8349589,7.780149579048157,0.9888112545013428,0.43213367462158203
2.8390126999999996,8.036419749259949,0.9555220603942871,0.5255341529846191
2.8430158,8.304357528686523,0.9395182132720947,0.6166696548461914
2.8469701,8.585095405578613,0.9132921695709229,0.7193684577941895
2.8514920000000004,8.88034701347351,0.8859038352966309,0.8186697959899902
2.8554888,9.184390306472778,0.8497685194015503,0.9146332740783691
2.860066999999999,9.517490863800049,0.8156448602676392,1.0294914245605469
2.8651406999999995,10.265335440635681,0.7133781909942627,1.288771629333496
2.8691811000000005,10.650858283042908,0.6237030029296875,1.3970732688903809
2.8734672000000003,11.06351613998413,0.5313009023666382,1.517176628112793
2.877492,11.498644948005676,0.42466819286346436,1.6541481018066406
2.8820005,11.97245717048645,0.3051459789276123,1.8036365509033203
2.8860069,12.468740344047546,0.18428266048431396,1.9548535346984863
2.8905066,13.004153966903687,0.03731250762939453,2.1126866340637207
2.894483899999999,13.54449987411499,-0.12521445751190186,2.2718310356140137
2.8985629,14.127135276794434,-0.27638673782348633,2.436518669128418
2.9024982999999995,14.740705490112305,-0.4664212465286255,2.612292766571045
2.9070181999999996,15.374243259429932,-0.6763488054275513,2.797842025756836
2.9110891,16.055673360824585,-0.8701533079147339,3.014862537384033
2.9160641,16.736090183258057,-1.0606348514556885,3.217339515686035
2.9205401,17.43273437023163,-1.2955665588378906,3.436446189880371
2.9250092,18.170028924942017,-1.532226800918579,3.6836862564086914
2.9290129,18.89723539352417,-1.7605870962142944,3.9444565773010254
2.9335123999999997,19.62660253047943,-2.004384994506836,4.189193248748779
2.9380290000000002,20.41110396385193,-2.2490769624710083,4.456877708435059
2.9420543000000006,21.180063486099243,-2.5170445442199707,4.725277423858643
2.9460987000000003,21.973878145217896,-2.811133861541748,4.989981651306152
2.950531699999999,22.763550281524658,-3.0946284532546997,5.281984806060791
2.9545349000000005,23.570194840431213,-3.3654868602752686,5.59544563293457
2.958557899999999,24.413898587226868,-3.637969493865967,5.897998809814453
2.9630393,25.24319291114807,-3.9142370223999023,6.222844123840332
2.967039399999999,26.12544596195221,-4.1747987270355225,6.557047367095947
2.9710502000000005,26.99902653694153,-4.435837268829346,6.880998611450195
2.9755327000000005,27.889177203178406,-4.674196243286133,7.202863693237305
2.9795458999999997,28.80360186100006,-4.972606897354126,7.548928260803223
2.9840444,29.719725251197815,-5.297467112541199,7.926344871520996
2.9880130000000005,30.658334493637085,-5.5850595235824585,8.291780948638916
2.992038599999999,31.59599006175995,-5.872249603271484,8.669555187225342
2.9960605000000005,32.561883330345154,-6.144210696220398,9.107530117034912
3.0005343999999994,33.57537090778351,-6.447136402130127,9.588778018951416
3.0050413999999996,34.576594829559326,-6.769359111785889,10.066807270050049
3.009554399999999,35.5292409658432,-7.125332951545715,10.527729988098145
3.0135559999999995,36.59150004386902,-7.4430108070373535,11.093556880950928
3.0175327000000003,37.69122064113617,-7.719323039054871,11.652827262878418
3.0215973,38.76660764217377,-8.034572005271912,12.200653553009033
3.026080199999999,39.811551570892334,-8.421316742897034,12.723207473754883
3.0305566000000006,40.911465883255005,-8.76966118812561,13.28587532043457
3.035044899999999,42.03753173351288,-9.09365713596344,13.871073722839355
3.0395365000000005,43.19550096988678,-9.373843669891357,14.456987380981445
3.0440915000000004,45.53583264350891,-10.0010484457016,15.660524368286133
3.0485650999999994,46.759769320487976,-10.307729244232178,16.23988151550293
3.0530372999999997,47.97755181789398,-10.620713233947754,16.838490962982178
3.0570898999999994,49.25328493118286,-10.955825448036194,17.45539903640747
3.061573899999999,50.52751302719116,-11.221632361412048,18.051981925964355
3.0655836999999995,51.79893970489502,-11.543989181518555,18.705904483795166
3.0700787,53.08591574430466,-11.89345121383667,19.327878952026367
3.0740742,54.41503971815109,-12.236937880516052,19.952058792114258
3.0785619000000004,55.743470788002014,-12.57595419883728,20.602405071258545
3.082585699999999,57.068467140197754,-12.897580862045288,21.248042583465576
3.0870590999999994,58.472201228141785,-13.23556900024414,21.88628911972046
3.0910987999999993,59.857308864593506,-13.589337468147278,22.500693798065186
3.095564399999999,61.24664098024368,-13.960346579551697,23.119330406188965
3.0995656999999994,62.64948099851608,-14.312058687210083,23.73427152633667
3.103581499999999,64.0590637922287,-14.613404870033264,24.318933486938477
3.1075783,65.49058109521866,-14.978289604187012,24.933457374572754
3.1115534999999994,66.91660732030869,-15.34871757030487,25.491416454315186
3.1155977999999998,68.36768239736557,-15.672802925109863,26.020407676696777
3.119614199999999,69.83191519975662,-15.99469780921936,26.568353176116943
3.124088799999999,71.27657532691956,-16.357704997062683,27.074456214904785
3.1280713,72.74442166090012,-16.693010926246643,27.55802869796753
3.1325915,74.2197334766388,-17.009004950523376,28.00607681274414
3.136610299999999,75.67780464887619,-17.411932349205017,28.449833393096924
3.1410675999999995,77.17246562242508,-17.740145325660706,28.89120578765869
3.1450958999999994,78.6442756652832,-18.10908317565918,29.30426597595215
3.149614399999999,80.17794042825699,-18.521785736083984,29.768943786621094
3.1541096999999993,81.65714889764786,-18.905803561210632,30.18784523010254
