time,y,z,x,pitch,yow,roll
0.0029127998277544975,0.0,0.0,0.0,4.4139062980501586e-32,-1.5902773407317582e-15,-3.1805546814635164e-15
0.00558399991132319,-0.023886561393737793,-0.003635883331298828,-0.01274794340133667,-0.02500050352044346,-0.02611224604123788,-0.009527892696630895
0.007572999922558665,-0.03160536289215088,-0.004231929779052734,-0.019140541553497314,-0.0296306487426931,-0.02146824186251771,-0.042410472365581514
0.009695000015199184,-0.03160536289215088,-0.004231929779052734,-0.019140541553497314,-0.0296306487426931,-0.02146824186251771,-0.042410472365581514
0.011486999923363328,-0.07696449756622314,0.0034570693969726562,-0.03151595592498779,-0.06017243676186136,-0.021101058370360245,-0.0392699200047481
0.01324389991350472,-0.07696449756622314,0.0034570693969726562,-0.03151595592498779,-0.060172436761861375,-0.02110105837036025,-0.0392699200047481
0.015551500022411346,-0.07696449756622314,0.0034570693969726562,-0.03151595592498779,-0.06017243676186139,-0.021101058370360252,-0.0392699200047481
0.017366599990054965,-0.10423362255096436,0.004589557647705078,-0.035472214221954346,-0.07399486028110079,-0.023500134104697833,-0.052131680037617645
0.019352699862793088,-0.10423362255096436,0.004589557647705078,-0.035472214221954346,-0.0739948602811008,-0.023500134104697833,-0.052131680037617645
0.021208199905231595,-0.11871755123138428,0.008106231689453125,-0.04766881465911865,-0.09067804541564814,-0.027068088419648258,-0.06848088806344904
0.023473499808460474,-0.11871755123138428,0.008106231689453125,-0.04766881465911865,-0.09067804541564814,-0.02706808841964826,-0.06848088806344904
0.025347999995574355,-0.13686716556549072,0.015676021575927734,-0.055089592933654785,-0.10299789191054028,-0.023625358030714198,-0.0708548228455004
0.02756779990158975,-0.13686716556549072,0.015676021575927734,-0.055089592933654785,-0.10299789191054028,-0.023625358030714198,-0.0708548228455004
0.029364399844780564,-0.14029443264007568,0.022709369659423828,-0.06627291440963745,-0.11956393248163431,-0.017649590053453425,-0.07420494814968873
0.031220899894833565,-0.14029443264007568,0.022709369659423828,-0.06627291440963745,-0.11956393248163429,-0.017649590053453425,-0.07420494814968871
0.033049099845811725,-0.14354288578033447,0.028192996978759766,-0.09609758853912354,-0.12809318873031533,-0.003907573490281751,-0.07671193946471759
0.03470589988864958,-0.14354288578033447,0.028192996978759766,-0.09609758853912354,-0.12809318873031533,-0.00390757349028175,-0.07671193946471758
0.03659199993126094,-0.14607608318328857,0.040531158447265625,-0.1140013337135315,-0.13607976661565913,-0.006481502452315632,-0.08386984398242919
0.038327999878674746,-0.14607608318328857,0.040531158447265625,-0.1140013337135315,-0.13607976661565915,-0.006481502452315634,-0.08386984398242922
0.040433199843391776,-0.14607608318328857,0.040531158447265625,-0.1140013337135315,-0.13607976661565918,-0.006481502452315635,-0.08386984398242923
0.04214849998243153,-0.1370161771774292,0.05179643630981445,-0.1373887062072754,-0.14589017793872341,-0.004121137491993286,-0.08558185224510159
0.04422329994849861,-0.1370161771774292,0.05179643630981445,-0.1373887062072754,-0.14589017793872336,-0.004121137491993285,-0.08558185224510158
0.0459559999871999,-0.1312941312789917,0.06711483001708984,-0.1664087176322937,-0.14622133312410515,0.02369786251809635,-0.0876697291523185
0.047857699915766716,-0.1312941312789917,0.06711483001708984,-0.1664087176322937,-0.14622133312410515,0.02369786251809635,-0.0876697291523185
0.04951339983381331,-0.12600421905517578,0.07784366607666016,-0.1866072416305542,-0.1530392093516293,0.027653096989256516,-0.08722000177121414
0.05127659998834133,-0.12600421905517578,0.07784366607666016,-0.1866072416305542,-0.1530392093516293,0.027653096989256516,-0.08722000177121415
0.052944199880585074,-0.12540817260742188,0.09083747863769531,-0.21379441022872925,-0.1498905645572036,0.05147012043517795,-0.09013504719310053
0.054653899976983666,-0.12540817260742188,0.09083747863769531,-0.21379441022872925,-0.1498905645572036,0.05147012043517794,-0.09013504719310053
0.056799700018018484,-0.12540817260742188,0.09083747863769531,-0.21379441022872925,-0.1498905645572036,0.051470120435177937,-0.09013504719310053
0.05862749996595085,-0.12278556823730469,0.10007619857788086,-0.23125112056732178,-0.15501178783411995,0.05919144322244535,-0.08691957291919357
0.06103999982587993,-0.12278556823730469,0.10007619857788086,-0.23125112056732178,-0.15501178783411995,0.059191443222445336,-0.08691957291919357
0.06288869981653988,-0.11929869651794434,0.11307001113891602,-0.24679303169250488,-0.15415211465023745,0.06655281848173882,-0.08977138836005945
0.06522979983128607,-0.11929869651794434,0.11307001113891602,-0.24679303169250488,-0.15415211465023748,0.06655281848173883,-0.08977138836005946
0.06705429987050593,-0.10946393013000488,0.12320280075073242,-0.2632066607475281,-0.148724779042156,0.0779349003268764,-0.09327644080021959
0.06915029999800026,-0.10946393013000488,0.12320280075073242,-0.2632066607475281,-0.148724779042156,0.0779349003268764,-0.09327644080021959
0.07090799999423325,-0.10637938976287842,0.1354813575744629,-0.279061496257782,-0.14808009007617096,0.07470759735508542,-0.09833913445244982
0.0727774000260979,-0.10637938976287842,0.1354813575744629,-0.279061496257782,-0.14808009007617096,0.07470759735508543,-0.09833913445244982
0.07455189991742373,-0.10098516941070557,0.14853477478027344,-0.29702484607696533,-0.1438672373077862,0.07540406088110668,-0.10702737349145397
0.07646799995563924,-0.10098516941070557,0.14853477478027344,-0.29702484607696533,-0.14386723730778622,0.0754040608811067,-0.10702737349145398
0.07836049981415272,-0.08703768253326416,0.1627802848815918,-0.3157183527946472,-0.14653266203449392,0.05987707139677982,-0.11448512580655344
0.08063469990156591,-0.08703768253326416,0.1627802848815918,-0.3157183527946472,-0.14653266203449397,0.059877071396779835,-0.11448512580655344
0.08252249984070659,-0.07309019565582275,0.1823902130126953,-0.33423304557800293,-0.1507218715213999,0.05440763671446564,-0.12020919768673873
0.08478359994478524,-0.07309019565582275,0.1823902130126953,-0.33423304557800293,-0.15072187152139987,0.05440763671446564,-0.12020919768673873
0.08673999994061887,-0.058278441429138184,0.19115209579467773,-0.34993141889572144,-0.15104493064752972,0.04922204562039661,-0.1299434496307809
0.08887639991007745,-0.058278441429138184,0.19115209579467773,-0.34993141889572144,-0.15104493064752972,0.0492220456203966,-0.1299434496307809
0.09079169994220138,-0.0429302453994751,0.20778179168701172,-0.35385042428970337,-0.15690488577262565,0.025581136946613455,-0.1360241805133445
0.0930222999304533,-0.0429302453994751,0.20778179168701172,-0.35385042428970337,-0.15690488577262568,0.02558113694661346,-0.1360241805133445
0.09482409991323948,-0.03358721733093262,0.22166967391967773,-0.36194920539855957,-0.16363471685417086,0.029805608086765415,-0.14795852800573633
0.09658939996734262,-0.03358721733093262,0.22166967391967773,-0.36194920539855957,-0.1636347168541709,0.029805608086765422,-0.1479585280057363
0.09861919982358813,-0.03358721733093262,0.22166967391967773,-0.36194920539855957,-0.16363471685417091,0.02980560808676543,-0.14795852800573628
0.10034389980137348,-0.023379921913146973,0.23311376571655273,-0.3624036908149719,-0.17461564033275526,0.020478215029261778,-0.15783925862983325
0.10256479983218014,-0.023379921913146973,0.23311376571655273,-0.3624036908149719,-0.17461564033275526,0.02047821502926178,-0.15783925862983325
0.1045177998021245,-0.013262033462524414,0.25075674057006836,-0.3536492586135864,-0.171532126832458,0.024559510798936788,-0.17351701884769738
0.10690829996019602,-0.013262033462524414,0.25075674057006836,-0.3536492586135864,-0.17153212683245803,0.024559510798936788,-0.17351701884769735
0.10877970000728965,0.02135336399078369,0.26220083236694336,-0.34853070974349976,-0.17664516386721227,0.02313320400032443,-0.20495576425422699
0.11090189986862242,0.02135336399078369,0.26220083236694336,-0.34853070974349976,-0.17664516386721227,0.023133204000324432,-0.204955764254227
0.11261609988287091,0.04391372203826904,0.2846717834472656,-0.3621801733970642,-0.20711988006660903,0.004086456290237745,-0.21525611706794412
0.11439999984577298,0.04391372203826904,0.2846717834472656,-0.3621801733970642,-0.20711988006660906,0.004086456290237747,-0.21525611706794412
0.1163583998568356,0.07580220699310303,0.3070831298828125,-0.366896390914917,-0.22500292178975462,-0.002473912393688538,-0.23005958765602208
0.11823099991306663,0.07580220699310303,0.3070831298828125,-0.366896390914917,-0.22500292178975462,-0.002473912393688538,-0.23005958765602214
0.12011949997395277,0.10699033737182617,0.32788515090942383,-0.36863237619400024,-0.21823034425685084,0.020125029597383694,-0.26266305554940894
0.12210409995168447,0.10699033737182617,0.32788515090942383,-0.36863237619400024,-0.21823034425685078,0.020125029597383694,-0.26266305554940883
0.12377609987743199,0.1389831304550171,0.3508329391479492,-0.3765895962715149,-0.23201696984910097,0.010486806548539045,-0.2680328797618921
0.12550239986740053,0.1389831304550171,0.3508329391479492,-0.3765895962715149,-0.23201696984910097,0.010486806548539049,-0.26803287976189216
0.12750109983608127,0.1389831304550171,0.3508329391479492,-0.3765895962715149,-0.23201696984910097,0.01048680654853905,-0.2680328797618922
0.12927409983240068,0.16695261001586914,0.37360191345214844,-0.3819093108177185,-0.24234827518644794,0.03319854382964169,-0.2808152988857698
0.1310454998165369,0.16695261001586914,0.37360191345214844,-0.3819093108177185,-0.2423482751864479,0.0331985438296417,-0.28081529888576984
0.1327247000299394,0.19422173500061035,0.3981590270996094,-0.3834739327430725,-0.2548872403998562,0.035112421502846276,-0.2880520735729462
0.1346559999510646,0.19422173500061035,0.3981590270996094,-0.3834739327430725,-0.2548872403998562,0.035112421502846276,-0.2880520735729462
0.13652229984290898,0.2260357141494751,0.4266500473022461,-0.37804245948791504,-0.2752291414479047,0.03718278934542278,-0.2884818902614828
0.13828479987569153,0.2260357141494751,0.4266500473022461,-0.37804245948791504,-0.2752291414479048,0.03718278934542279,-0.2884818902614829
0.14040399994701147,0.2260357141494751,0.4266500473022461,-0.37804245948791504,-0.27522914144790483,0.037182789345422795,-0.288481890261483
0.1421774998307228,0.24740397930145264,0.45680999755859375,-0.3723427653312683,-0.2810072993557404,0.05412127242101561,-0.2907124294395957
0.1444380998145789,0.24740397930145264,0.45680999755859375,-0.3723427653312683,-0.2810072993557404,0.054121272421015616,-0.29071242943959574
0.14624629984609783,0.279843807220459,0.4965662956237793,-0.37979334592819214,-0.2830379664904259,0.06256080062057491,-0.28309010387328415
0.1483549999538809,0.279843807220459,0.4965662956237793,-0.37979334592819214,-0.2830379664904259,0.06256080062057491,-0.28309010387328415
0.15012689982540905,0.31103193759918213,0.5353093147277832,-0.37728995084762573,-0.28314016443569384,0.07210299009085261,-0.28714662426395593
0.15207009995356202,0.31103193759918213,0.5353093147277832,-0.37728995084762573,-0.28314016443569384,0.07210299009085261,-0.28714662426395593
0.15390189993195236,0.35113096237182617,0.580132007598877,-0.37755072116851807,-0.2822655688850311,0.07605414618083761,-0.2792510716722613
0.15588540001772344,0.35113096237182617,0.580132007598877,-0.37755072116851807,-0.28226556888503107,0.0760541461808376,-0.2792510716722614
0.15765980002470315,0.38507580757141113,0.6164312362670898,-0.3750324249267578,-0.28032151656718074,0.08158684591492202,-0.2724577773801223
0.15967999980784953,0.38507580757141113,0.6164312362670898,-0.3750324249267578,-0.2803215165671808,0.081586845914922,-0.2724577773801223
0.1614310999866575,0.42763352394104004,0.6539821624755859,-0.3761574625968933,-0.28263395277761805,0.06936197134133619,-0.26467977956210775
0.1630902998149395,0.42763352394104004,0.6539821624755859,-0.3761574625968933,-0.282633952777618,0.06936197134133619,-0.26467977956210775
0.16524739982560277,0.42763352394104004,0.6539821624755859,-0.3761574625968933,-0.28263395277761794,0.0693619713413362,-0.26467977956210775
0.1673020999878645,0.4653036594390869,0.6949901580810547,-0.37410110235214233,-0.2655014116324749,0.07086572818499982,-0.25518584911624986
0.1693761998321861,0.4653036594390869,0.6949901580810547,-0.37410110235214233,-0.2655014116324749,0.07086572818499984,-0.2551858491162498
0.171188100008294,0.5002617835998535,0.7330179214477539,-0.3664866089820862,-0.25093196607948415,0.07809498524054063,-0.24492257241801402
