time,x,y,z,roll,pitch,yow
0.0020709000091301277,0.0,0.0,0.0,-1.1927080055488192e-15,1.6896985047223264e-32,-1.6151254241806925e-15
0.004063200001837686,0.0,0.0,0.0,-1.1927080055488192e-15,1.6896985047223264e-32,-1.6151254241806925e-15
0.005927600010181777,0.016048550605773926,-0.005602836608886719,-0.03159511834383011,0.015245247695774906,0.010804966083870222,-0.004431314775636592
0.008069700008491054,0.028505921363830566,-0.00947713851928711,-0.05995016545057297,0.026980267694893475,0.016836805049334803,-0.005422280201910807
0.009889100008876994,0.03635883331298828,-0.014781951904296875,-0.06500910967588425,0.03304077569628841,0.017679812447943144,-0.004402456858501336
0.012088800009223633,0.050067901611328125,-0.02339482307434082,-0.09367335587739944,0.04365133804879513,0.01888142737057595,-0.0026732047860965526
0.013862300009350292,0.057697296142578125,-0.028073787689208984,-0.0956924632191658,0.04365925924754564,0.012503588078485652,-0.0019069530334059515
0.016281100004562177,0.057697296142578125,-0.028073787689208984,-0.0956924632191658,0.043659259247545636,0.01250358807848565,-0.0019069530334059515
0.01820459999726154,0.09074807167053223,-0.04819035530090332,-0.12914929538965225,0.0628148972635119,0.019249150736818613,0.0033584142776324926
0.020363100004033186,0.09074807167053223,-0.04819035530090332,-0.12914929538965225,0.0628148972635119,0.019249150736818613,0.003358414277632492
0.02229520000400953,0.11239945888519287,-0.06082653999328613,-0.16138050705194473,0.08116288519844564,0.01099617461594845,0.006688745589027545
0.02455529999861028,0.11239945888519287,-0.06082653999328613,-0.16138050705194473,0.08116288519844564,0.01099617461594845,0.006688745589027544
0.026362600008724257,0.13978779315948486,-0.07224082946777344,-0.18981657922267914,0.09535749734597654,0.012527729818179659,0.0020381716966037635
0.028536199999507517,0.13978779315948486,-0.07224082946777344,-0.18981657922267914,0.09535749734597651,0.012527729818179659,0.0020381716966037635
0.030343400008860044,0.17088651657104492,-0.08574128150939941,-0.221974216401577,0.11224233371593853,0.007347214951585693,0.0022494948852489934
0.032862799998838454,0.17088651657104492,-0.08574128150939941,-0.221974216401577,0.11224233371593854,0.007347214951585693,0.0022494948852489934
0.034701500000664964,0.20150840282440186,-0.09909272193908691,-0.2493215724825859,0.11942373295877574,0.005976335013374688,0.0012766206672191586
0.03692480000609066,0.20150840282440186,-0.09909272193908691,-0.2493215724825859,0.11942373295877574,0.005976335013374688,0.0012766206672191593
