x,y,z,w
0.018735621124505997,-0.09681873023509979,-0.06275071203708649,-0.993145227432251
0.018735621124505997,-0.09681873023509979,-0.06275071203708649,-0.993145227432251
0.018503934144973755,-0.09681351482868195,-0.06262105703353882,-0.9931582808494568
0.018120715394616127,-0.09698811173439026,-0.06262233853340149,-0.9931482672691345
0.018043940886855125,-0.0968586653470993,-0.06258930265903473,-0.9931643605232239
0.018118305131793022,-0.09670719504356384,-0.06258029490709305,-0.9931783676147461
0.018091915175318718,-0.09672084450721741,-0.06251095980405807,-0.9931818842887878
0.018115032464265823,-0.09661981463432312,-0.06245333328843117,-0.9931949377059937
0.017959866672754288,-0.09657241404056549,-0.06241283938288689,-0.9932048320770264
0.017803605645895004,-0.09641950577497482,-0.06218075007200241,-0.9932370781898499
0.01784776709973812,-0.09626416116952896,-0.062018491327762604,-0.9932615160942078
0.017943503335118294,-0.09595903009176254,-0.06187316030263901,-0.993298351764679
0.0173727385699749,-0.09606175124645233,-0.061984725296497345,-0.9932916164398193
0.017324581742286682,-0.0959349274635315,-0.06194250285625458,-0.9933074116706848
0.017172927036881447,-0.09590530395507812,-0.061892349272966385,-0.9933159947395325
0.017043430358171463,-0.09587578475475311,-0.06190226599574089,-0.9933204650878906
0.016911989077925682,-0.0957915335893631,-0.06196799501776695,-0.9933267831802368
0.01671954058110714,-0.09581223130226135,-0.06202701851725578,-0.993324339389801
0.016694551333785057,-0.09536375105381012,-0.06192976236343384,-0.9933739900588989
0.01673673652112484,-0.09531442075967789,-0.06189103424549103,-0.9933804273605347
0.016703927889466286,-0.09518016874790192,-0.0618441216647625,-0.9933967590332031
0.01667480170726776,-0.09495624154806137,-0.06172247976064682,-0.9934262037277222
0.015423620119690895,-0.09601568430662155,-0.061825089156627655,-0.9933382272720337
0.016118478029966354,-0.09472561627626419,-0.061774007976055145,-0.9934541583061218
0.01511005312204361,-0.09585470706224442,-0.06185074895620346,-0.9933569431304932
0.015062261372804642,-0.09573511779308319,-0.06179207190871239,-0.993372917175293
0.01588132418692112,-0.0942806527018547,-0.06184777244925499,-0.9934958219528198
0.01606547087430954,-0.09411365538835526,-0.061690665781497955,-0.9935184121131897
0.01585559919476509,-0.09404144436120987,-0.06171194091439247,-0.993527352809906
0.01569051668047905,-0.09407815337181091,-0.0616866797208786,-0.9935279488563538
0.015628645196557045,-0.09374341368675232,-0.0616593174636364,-0.9935623407363892
0.015555072575807571,-0.09368487447500229,-0.061677414923906326,-0.9935678839683533
0.015667354688048363,-0.09353415668010712,-0.06153055280447006,-0.9935894012451172
0.015598791651427746,-0.09347813576459885,-0.06153908744454384,-0.99359530210495
0.015539481304585934,-0.09334578365087509,-0.061584923416376114,-0.9936057329177856
0.015231491066515446,-0.09311263263225555,-0.061747413128614426,-0.993622362613678
0.015179621055722237,-0.09298976510763168,-0.0617859922349453,-0.9936322569847107
0.015224192291498184,-0.09283333271741867,-0.061777807772159576,-0.9936467409133911
0.015218987129628658,-0.092636838555336,-0.061765093356370926,-0.993665874004364
0.015109797939658165,-0.09244972467422485,-0.061863187700510025,-0.993678867816925
0.014884086325764656,-0.0921880379319191,-0.06199058145284653,-0.9936987161636353
0.014840560965240002,-0.09209749847650528,-0.06199028715491295,-0.9937077760696411
0.015430177561938763,-0.09082100540399551,-0.06196899339556694,-0.9938176274299622
0.014693407341837883,-0.09174753725528717,-0.062078893184661865,-0.993736743927002
0.015420577488839626,-0.09003943204879761,-0.062018200755119324,-0.9938858151435852
0.01545463502407074,-0.08979041129350662,-0.06205170601606369,-0.9939057230949402
0.015307036228477955,-0.0897064357995987,-0.062140919268131256,-0.9939099550247192
0.015358531847596169,-0.08940480649471283,-0.06214853748679161,-0.9939358830451965
0.014924716204404831,-0.0891992375254631,-0.062429025769233704,-0.9939433932304382
0.014762191101908684,-0.08906728774309158,-0.06253528594970703,-0.9939509630203247
0.014786932617425919,-0.0888512060046196,-0.0625954195857048,-0.9939661622047424
0.01453261449933052,-0.08886957168579102,-0.0627255067229271,-0.9939600229263306
0.014406812377274036,-0.08885030448436737,-0.06282676756381989,-0.9939571619033813
0.014136561192572117,-0.08882652223110199,-0.06288914382457733,-0.9939593076705933
0.01480894535779953,-0.08843285590410233,-0.06251587718725204,-0.9940081834793091
0.014578010886907578,-0.08843421936035156,-0.06260930001735687,-0.9940055012702942
0.014402607455849648,-0.08823495358228683,-0.06261724978685379,-0.9940252900123596
0.013955479487776756,-0.088044673204422,-0.06268235296010971,-0.9940444827079773
0.01358018908649683,-0.08804919570684433,-0.06274615228176117,-0.9940452575683594
0.013529633171856403,-0.08791788667440414,-0.06274282187223434,-0.9940577745437622
0.013505569659173489,-0.08740603923797607,-0.0626426711678505,-0.9941095113754272
0.013710206374526024,-0.08692680299282074,-0.06258147954940796,-0.9941526055335999
0.01393881905823946,-0.08643610030412674,-0.0625099241733551,-0.9941966533660889
0.014187338761985302,-0.08593054860830307,-0.062399186193943024,-0.9942439198493958
0.01239159144461155,-0.08648737519979477,-0.06327153742313385,-0.9941645860671997
0.012188078835606575,-0.08633922785520554,-0.06334540992975235,-0.9941752552986145
0.011530130170285702,-0.0864381268620491,-0.06373471766710281,-0.9941495656967163
0.011139363050460815,-0.08648865669965744,-0.06391849368810654,-0.9941378831863403
0.011182012967765331,-0.08628849685192108,-0.063820019364357,-0.994161069393158
0.011046601459383965,-0.08605703711509705,-0.06379339098930359,-0.9941844344139099
0.012061430141329765,-0.08429358899593353,-0.06355451792478561,-0.9943389296531677
0.01186597440391779,-0.08407028764486313,-0.06365393102169037,-0.9943538904190063
0.011874333024024963,-0.08376212418079376,-0.0636194720864296,-0.9943819642066956
0.01143206749111414,-0.08354645222425461,-0.06373228877782822,-0.9943980574607849
0.011137533001601696,-0.08340734988451004,-0.06381832808256149,-0.9944075345993042
0.011838531121611595,-0.08267251402139664,-0.06332435458898544,-0.9944924116134644
0.012026244774460793,-0.08158645778894424,-0.06302466243505478,-0.9945988655090332
0.011960092931985855,-0.08099295943975449,-0.06281234323978424,-0.9946616291999817
0.011363957077264786,-0.0815189778804779,-0.06267877668142319,-0.9946340322494507
0.011492506600916386,-0.08106714487075806,-0.06243075430393219,-0.994685173034668
0.011245324276387691,-0.08098632097244263,-0.062114834785461426,-0.9947143197059631
0.01103767566382885,-0.08067354559898376,-0.061759091913700104,-0.9947642087936401
0.010429843328893185,-0.08019349724054337,-0.061670370399951935,-0.9948150515556335
0.010465431958436966,-0.07969273626804352,-0.06144309788942337,-0.9948689937591553
0.010145624168217182,-0.07939919829368591,-0.06133884936571121,-0.9949022531509399
0.010029897093772888,-0.07885391265153885,-0.0611749105155468,-0.994956910610199
0.009364251047372818,-0.07814092189073563,-0.060768548399209976,-0.995044469833374
0.00976548157632351,-0.07753296196460724,-0.0601329542696476,-0.9951268434524536
0.009821169078350067,-0.0770997405052185,-0.059708885848522186,-0.9951854348182678
0.009240303188562393,-0.07675248384475708,-0.05913742631673813,-0.9952520132064819
0.009035969153046608,-0.07627236843109131,-0.05884178727865219,-0.9953083395957947
0.008652753196656704,-0.07603029906749725,-0.058468662202358246,-0.9953522682189941
0.00784997083246708,-0.07582221925258636,-0.05830417573451996,-0.9953843951225281
0.007483750581741333,-0.07519673556089401,-0.05754119157791138,-0.9954789876937866
0.007873795926570892,-0.07453937083482742,-0.0570918545126915,-0.995551347732544
0.008115909062325954,-0.0738803893327713,-0.056712064892053604,-0.9956201910972595
0.008256678469479084,-0.07308226823806763,-0.0563226081430912,-0.9957001209259033
0.007865006104111671,-0.07304610311985016,-0.0557640865445137,-0.9957373142242432
0.007606301922351122,-0.07269265502691269,-0.05538732931017876,-0.9957862496376038
0.006194473244249821,-0.07259050011634827,-0.05517493560910225,-0.9958152174949646
0.006491756998002529,-0.0717640072107315,-0.05459367856383324,-0.9959052801132202
0.006454366259276867,-0.07122816145420074,-0.05419989675283432,-0.9959654808044434
0.006346859969198704,-0.07075618207454681,-0.05373108759522438,-0.9960252046585083
0.006284675095230341,-0.07023467123508453,-0.053145527839660645,-0.9960939288139343
0.006135733798146248,-0.06980513781309128,-0.052390050143003464,-0.9961651563644409
0.005783454980701208,-0.06934260576963425,-0.05155884474515915,-0.996242880821228
0.005812098737806082,-0.06876824051141739,-0.05112216994166374,-0.996304988861084
0.005505375098437071,-0.06849190592765808,-0.05050627887248993,-0.996357262134552
0.005178069695830345,-0.06824823468923569,-0.049279868602752686,-0.9964370727539062
0.00496682757511735,-0.06813476979732513,-0.04883353412151337,-0.9964679479598999
0.004292083904147148,-0.0681305006146431,-0.048779018223285675,-0.9964739680290222
0.00404639495536685,-0.06807464361190796,-0.0486270934343338,-0.9964863061904907
0.004507340025156736,-0.06723932176828384,-0.047860581427812576,-0.9965781569480896
0.003973328974097967,-0.06731252372264862,-0.04793781042098999,-0.9965717792510986
0.003495465964078903,-0.06764495372772217,-0.04792601242661476,-0.9965516328811646
0.0030270456336438656,-0.06796025484800339,-0.048068780452013016,-0.9965247511863708
0.0027726907283067703,-0.06817717850208282,-0.04803991690278053,-0.9965121150016785
0.002594138728454709,-0.0683942586183548,-0.04809600114822388,-0.9964950680732727
0.0029984908178448677,-0.06803625822067261,-0.04776708409190178,-0.9965342283248901
0.0030887965112924576,-0.06771646440029144,-0.04744087904691696,-0.9965713024139404
0.0032265265472233295,-0.06747332960367203,-0.046762824058532715,-0.9966193437576294
0.0027553278487175703,-0.06752108037471771,-0.046417057514190674,-0.9966337084770203
0.002595149679109454,-0.06726532429456711,-0.04538635164499283,-0.9966989159584045
0.0026924728881567717,-0.06710053980350494,-0.04481764882802963,-0.9967355132102966
0.00309451250359416,-0.06710178405046463,-0.04407433047890663,-0.9967674016952515
0.003495267126709223,-0.06705965846776962,-0.04340953007340431,-0.9967980980873108
0.003997855819761753,-0.06764315068721771,-0.04246591776609421,-0.9967973828315735
0.004066988825798035,-0.06823781877756119,-0.04208890348672867,-0.9967725872993469
0.004495813511312008,-0.0684404969215393,-0.04163992404937744,-0.9967756867408752
0.004675156902521849,-0.06873492896556854,-0.041374608874320984,-0.9967657327651978
0.004581513814628124,-0.06914697587490082,-0.04100613668560982,-0.9967527985572815
0.004259532783180475,-0.069901242852211,-0.04023955389857292,-0.9967329502105713
0.004543030634522438,-0.06998883932828903,-0.0395931638777256,-0.9967514276504517
0.004726427141577005,-0.06988231837749481,-0.03901789337396622,-0.9967807531356812
0.0047399490140378475,-0.07009202241897583,-0.03836939483880997,-0.9967910647392273
0.004954183008521795,-0.07038459181785583,-0.03774773329496384,-0.9967932105064392
0.005285404156893492,-0.07038512080907822,-0.03727681562304497,-0.996809184551239
0.005657224915921688,-0.07084403187036514,-0.03633156418800354,-0.9968095421791077
0.005790249444544315,-0.07109076529741287,-0.035997968167066574,-0.9968032836914062
0.005707273259758949,-0.07175680994987488,-0.03582322224974632,-0.9967622756958008
0.005442013498395681,-0.07230029255151749,-0.035836756229400635,-0.9967240691184998
0.005321289412677288,-0.07269293814897537,-0.035794954746961594,-0.9966976642608643
0.006298542022705078,-0.07416542619466782,-0.035296596586704254,-0.9966012239456177
0.0066099874675273895,-0.07450953871011734,-0.035141218453645706,-0.996579110622406
0.0069472515024244785,-0.07496700435876846,-0.03481971472501755,-0.9965537786483765
0.007106540258973837,-0.07562665641307831,-0.034418076276779175,-0.9965167045593262
0.006807463709264994,-0.07686485350131989,-0.033778734505176544,-0.9964459538459778
0.006870653480291367,-0.07724297046661377,-0.0332627072930336,-0.9964336156845093
0.006756340153515339,-0.0777009055018425,-0.03261974826455116,-0.9964200258255005
0.006343363784253597,-0.0781143382191658,-0.03217705711722374,-0.9964048862457275
0.006732766050845385,-0.07882638275623322,-0.03143265098333359,-0.9963699579238892
0.00731810973957181,-0.07916154712438583,-0.030686350539326668,-0.9963625073432922
0.007228185422718525,-0.07988858222961426,-0.030284333974123,-0.9963175058364868
0.007861252874135971,-0.0811036005616188,-0.029005512595176697,-0.9962525367736816
0.007715172600001097,-0.08181947469711304,-0.028617946431040764,-0.9962064027786255
0.0075293900445103645,-0.08241929858922958,-0.028218509629368782,-0.9961697459220886
0.007346228696405888,-0.0831945538520813,-0.02786283567547798,-0.9961166381835938
0.007445646449923515,-0.08390668034553528,-0.02757202461361885,-0.9960642457008362
0.007607839535921812,-0.08438777923583984,-0.027369774878025055,-0.9960280656814575
0.00853091012686491,-0.08519294112920761,-0.026676399633288383,-0.9959707856178284
0.009336217306554317,-0.08505495637655258,-0.02622271329164505,-0.9959873557090759
0.010217215865850449,-0.08500401675701141,-0.025565776973962784,-0.9960002303123474
0.010165009647607803,-0.08593287318944931,-0.024919670075178146,-0.9959373474121094
0.010149993002414703,-0.08626821637153625,-0.02429991029202938,-0.9959238767623901
0.009785259142518044,-0.08682139217853546,-0.023678794503211975,-0.9958944320678711
0.009407355450093746,-0.08743506669998169,-0.023012464866042137,-0.9958600401878357
0.009220046922564507,-0.08815283328294754,-0.022366976365447044,-0.9958131909370422
0.009963048622012138,-0.08852400630712509,-0.021081378683447838,-0.9958011507987976
0.009983789175748825,-0.08877299726009369,-0.020483026280999184,-0.9957911968231201
0.009731738828122616,-0.08958655595779419,-0.020147116854786873,-0.9957277774810791
0.009546236135065556,-0.09040891379117966,-0.0197859276086092,-0.9956623911857605
0.009196349419653416,-0.09138543903827667,-0.019603170454502106,-0.9955801367759705
0.008314223028719425,-0.09273239970207214,-0.01957016810774803,-0.995464026927948
0.00765256816521287,-0.09369701892137527,-0.019155144691467285,-0.9953871369361877
0.006629975512623787,-0.0945444107055664,-0.017989208921790123,-0.9953359961509705
0.005226403009146452,-0.09558689594268799,-0.0178526584059,-0.9952472448348999
0.004356045741587877,-0.09619221836328506,-0.017580529674887657,-0.9951980710029602
0.003549205372110009,-0.09674727916717529,-0.017276480793952942,-0.9951527118682861
0.0024161029141396284,-0.09752222150564194,-0.016824284568428993,-0.9950882792472839
0.0020753226708620787,-0.0981157198548317,-0.016904398798942566,-0.9950292706489563
0.001598331960849464,-0.098789744079113,-0.017237171530723572,-0.9949577450752258
0.0011120220879092813,-0.09938827157020569,-0.017513135448098183,-0.9948940277099609
0.0009596841991879046,-0.09967220574617386,-0.01748892106115818,-0.994866132736206
0.000641661521513015,-0.10025124251842499,-0.01724672131240368,-0.9948124885559082
0.00047700456343591213,-0.10042266547679901,-0.01687530055642128,-0.9948016405105591
0.0007989938021637499,-0.10026353597640991,-0.016204187646508217,-0.9948286414146423
0.0012226691469550133,-0.09990052133798599,-0.015568479895591736,-0.994874894618988
0.00369862443767488,-0.09760096669197083,-0.013576976954936981,-0.9951261281967163
0.004057000391185284,-0.09728687256574631,-0.01279223058372736,-0.9951659440994263
0.0042804209515452385,-0.09700658917427063,-0.012059355154633522,-0.9952014684677124
0.004440387710928917,-0.09675963222980499,-0.011413346976041794,-0.9952325224876404
0.004732096567749977,-0.09663615375757217,-0.010757499374449253,-0.9952504634857178
0.0052473475225269794,-0.0964672863483429,-0.009362989105284214,-0.9952783584594727
0.007244717795401812,-0.09645365923643112,-0.007413438521325588,-0.9952834844589233
