grip,time
850.0,7.862319499999999
850.0,7.8776717
850.0,7.8930613
850.0,7.9084566
850.0,7.923856099999999
850.0,7.939227099999999
850.0,7.9546014000000005
850.0,7.9699968
850.0,7.9853148
850.0,8.000919300000001
850.0,8.016086900000001
850.0,8.0314656
850.0,8.0468022
850.0,8.062227400000001
850.0,8.0775618
850.0,8.0929224
850.0,8.1083356
850.0,8.1236887
850.0,8.1390632
850.0,8.1544466
850.0,8.1698394
850.0,8.1851993
850.0,8.2009533
850.0,8.2159869
850.0,8.2313609
850.0,8.2468173
850.0,8.261882
850.0,8.2772682
850.0,8.292687
850.0,8.3079955
850.0,8.323358500000001
850.0,8.338723100000001
850.0,8.354136
850.0,8.369527000000001
850.0,8.3848746
850.0,8.400244500000001
850.0,8.415704400000001
850.0,8.4308153
850.0,8.4460482
850.0,8.4613891
850.0,8.4767726
850.0,8.492700600000001
850.0,8.5075053
850.0,8.5228967
850.0,8.5383983
850.0,8.5536946
850.0,8.569020400000001
850.0,8.584366300000001
850.0,8.599773
850.0,8.615143300000002
850.0,8.6305087
850.0,8.6459107
850.0,8.6612927
850.0,8.676677100000001
850.0,8.6920429
850.0,8.707398600000001
850.0,8.7227419
850.0,8.7383494
850.0,8.753511600000001
850.0,8.7689096
850.0,8.7842502
850.0,8.7997853
850.0,8.815054
850.0,8.8304006
850.0,8.84584
850.0,8.8611549
850.0,8.8765286
850.0,8.891913500000001
850.0,8.9073159
850.0,8.9226196
850.0,8.938458
850.0,8.953424700000001
850.0,8.9688251
850.0,8.984209400000001
850.0,8.999536
850.0,9.0149127
850.0,9.0302717
850.0,9.045700400000001
850.0,9.061060300000001
850.0,9.076410800000001
850.0,9.0917901
850.0,9.1071636
850.0,9.1225248
850.0,9.1384348
850.0,9.1533377
850.0,9.1687147
850.0,9.1842737
850.0,9.199415
850.0,9.214857
850.0,9.2301356
850.0,9.245575500000001
850.0,9.2609493
850.0,9.276307800000001
850.0,9.291693
850.0,9.307066
850.0,9.322405700000001
850.0,9.337801500000001
850.0,9.3531554
850.0,9.3685535
850.0,9.384296
850.0,9.399361800000001
850.0,9.414708800000001
850.0,9.4300267
850.0,9.445485000000001
850.0,9.4608111
850.0,9.47625
850.0,9.491684300000001
850.0,9.5070232
850.0,9.5224694
850.0,9.537765700000001
850.0,9.5531442
850.0,9.568591000000001
850.0,9.5841256
850.0,9.5993518
850.0,9.6146907
850.0,9.630086700000001
850.0,9.6454778
850.0,9.660799800000001
850.0,9.6761437
850.0,9.6915653
850.0,9.706921600000001
850.0,9.722312
850.0,9.7376822
850.0,9.753034000000001
