x,y,z,time
-1.0483533143997192,0.19246503710746765,-0.17843984067440033,3.8593954999999998
-1.0483533143997192,0.19246503710746765,-0.17843984067440033,3.8595975000000005
-1.0483320951461792,0.19245265424251556,-0.1784238964319229,3.864712
-1.0482546091079712,0.19237808883190155,-0.1783774346113205,3.8800467000000003
-1.0482014417648315,0.19228550791740417,-0.1783207356929779,3.8954266000000004
-1.0481688976287842,0.1921440064907074,-0.17824938893318176,3.9108065000000005
-1.0481669902801514,0.19200964272022247,-0.17814822494983673,3.9261691
-1.0481951236724854,0.1918814778327942,-0.1780572235584259,3.9415649999999998
-1.048257827758789,0.19170676171779633,-0.1779041886329651,3.9569964000000004
-1.0483342409133911,0.19150185585021973,-0.17774958908557892,3.9722907000000003
-1.0484293699264526,0.19133245944976807,-0.1776411086320877,3.9876854
-1.0485658645629883,0.19110020995140076,-0.17750486731529236,4.003063200000001
-1.0487240552902222,0.19080497324466705,-0.17734463512897491,4.0184486
-1.0488492250442505,0.19048906862735748,-0.17711591720581055,4.0343176000000005
-1.0488934516906738,0.19021162390708923,-0.176887646317482,4.049237
-1.048856496810913,0.1898198276758194,-0.17650023102760315,4.0645519000000006
-1.048810601234436,0.1893475353717804,-0.17593501508235931,4.0800067
-1.048701524734497,0.18907034397125244,-0.1756407767534256,4.0953399
-1.0484812259674072,0.18866802752017975,-0.17526884377002716,4.1107449
-1.0482286214828491,0.18824197351932526,-0.17486056685447693,4.1260805000000005
-1.0480930805206299,0.1879357546567917,-0.1745797097682953,4.1414587
-1.047890305519104,0.1875457763671875,-0.17418505251407623,4.1568493
-1.0476363897323608,0.18720802664756775,-0.1738680899143219,4.172191
-1.047489047050476,0.18695850670337677,-0.17356589436531067,4.1875735
-1.0472443103790283,0.1866420954465866,-0.17335599660873413,4.2030981
-1.0470266342163086,0.18630914390087128,-0.17309701442718506,4.2183583
-1.04683256149292,0.18594230711460114,-0.17286784946918488,4.2342212
-1.0466997623443604,0.1856313794851303,-0.17265601456165314,4.2491138
-1.0466060638427734,0.18514281511306763,-0.17235146462917328,4.264498000000001
-1.0465335845947266,0.1846156269311905,-0.1719864457845688,4.280064100000001
-1.0464751720428467,0.1842012256383896,-0.17171841859817505,4.2952225
-1.0464345216751099,0.18370887637138367,-0.17138369381427765,4.3106222
-1.0464417934417725,0.18323490023612976,-0.17104332149028778,4.3259493
-1.0464285612106323,0.1828708052635193,-0.17081116139888763,4.3413613
-1.0468947887420654,0.1825215369462967,-0.17043961584568024,4.3565752
-1.0469999313354492,0.18205782771110535,-0.17010189592838287,4.3718943
-1.0471456050872803,0.18168918788433075,-0.16986584663391113,4.3872717
-1.0473952293395996,0.18122607469558716,-0.16957248747348785,4.4026427
-1.0477595329284668,0.18080034852027893,-0.16930750012397766,4.4180837
-1.0481401681900024,0.18047519028186798,-0.1690247505903244,4.4334129
-1.0486019849777222,0.18011310696601868,-0.16876131296157837,4.4488024
-1.0488953590393066,0.17947497963905334,-0.16820485889911652,4.4641944
-1.049993634223938,0.1791703850030899,-0.1680680513381958,4.4800407
-1.0505167245864868,0.17872624099254608,-0.1678093671798706,4.495147
-1.051316738128662,0.178183913230896,-0.16743004322052002,4.5104823000000005
-1.0522624254226685,0.17750629782676697,-0.16694127023220062,4.5258829
-1.052960753440857,0.17700651288032532,-0.16655921936035156,4.5412388
-1.054028034210205,0.17625880241394043,-0.1659737229347229,4.5565985
-1.0551459789276123,0.17545296251773834,-0.16531477868556976,4.5719856000000005
-1.0559837818145752,0.17480885982513428,-0.16479159891605377,4.5873521
-1.0571913719177246,0.17394699156284332,-0.16403692960739136,4.602752000000001
-1.0584919452667236,0.1731584668159485,-0.1633567214012146,4.6180952
-1.0594911575317383,0.17260150611400604,-0.16282165050506592,4.6334824
-1.060865879058838,0.17187955975532532,-0.16209493577480316,4.6489085
-1.062286376953125,0.1711515486240387,-0.16131392121315002,4.664221
-1.06373131275177,0.17046315968036652,-0.1604745239019394,4.6801659
-1.0648689270019531,0.16989077627658844,-0.1597902625799179,4.694972
-1.0665111541748047,0.1689785122871399,-0.1587764173746109,4.7103643
-1.0682729482650757,0.1680126190185547,-0.15765704214572906,4.7259325
-1.0696274042129517,0.16715748608112335,-0.15660862624645233,4.741119
-1.07152259349823,0.16605009138584137,-0.15523368120193481,4.7564937
-1.0734002590179443,0.16494666039943695,-0.1537889987230301,4.7718499
-1.074700951576233,0.16414213180541992,-0.15247519314289093,4.787247
-1.0766525268554688,0.16302061080932617,-0.15098150074481964,4.8026014
-1.078705072402954,0.1618708223104477,-0.14929188787937164,4.8180066
-1.080354928970337,0.1608845740556717,-0.14793963730335236,4.833393
-1.0826425552368164,0.15968281030654907,-0.14595896005630493,4.8487471
-1.0849798917770386,0.15855269134044647,-0.14381897449493408,4.8641101
-1.0868628025054932,0.15762795507907867,-0.14219383895397186,4.879486
-1.0896016359329224,0.15629024803638458,-0.13986138999462128,4.8948815
-1.092227578163147,0.15501868724822998,-0.13744989037513733,4.9102425
-1.0949097871780396,0.15354080498218536,-0.13480444252490997,4.9258729
-1.0969054698944092,0.15242114663124084,-0.13269834220409393,4.9410058
-1.0996088981628418,0.15093156695365906,-0.12991705536842346,4.9563994000000005
-1.1023873090744019,0.14934523403644562,-0.12702058255672455,4.9717466
-1.1043663024902344,0.14824146032333374,-0.1249329075217247,4.9871367
-1.1070212125778198,0.14669468998908997,-0.12207426875829697,5.0024555
-1.109614610671997,0.1451546996831894,-0.11911303550004959,5.0177704
-1.1116148233413696,0.14392490684986115,-0.11676235496997833,5.0331799
-1.114149808883667,0.14229947328567505,-0.11361521482467651,5.0485425
-1.1167038679122925,0.14062313735485077,-0.1102396696805954,5.0639148
-1.1186612844467163,0.13925381004810333,-0.10767777264118195,5.079319
-1.1212137937545776,0.1374383121728897,-0.10412463545799255,5.0946491
-1.1237757205963135,0.13569924235343933,-0.10056312382221222,5.1100333000000004
-1.12635338306427,0.13386225700378418,-0.09692959487438202,5.1259314
-1.1281933784484863,0.13261614739894867,-0.09429940581321716,5.1407917
-1.130645751953125,0.13087496161460876,-0.09078902006149292,5.155959
-1.1329479217529297,0.12914782762527466,-0.08727043122053146,5.1718601
-1.1347156763076782,0.12788456678390503,-0.0846400260925293,5.1867306
-1.1369481086730957,0.12610864639282227,-0.08117799460887909,5.2020655
-1.139101505279541,0.12448801845312119,-0.07786466181278229,5.2175453
-1.1407121419906616,0.12325625866651535,-0.0754057765007019,5.2328618
