time,x,y,z,roll,pitch,yow
0.002141400007531047,0.031021706697987324,-0.029986933566044434,-0.02420481443919334,-7.951386703658794e-16,1.1379602174660566e-32,-8.572588789882138e-16
0.004828400007681921,-0.008397390526943974,0.046845286634083216,0.057920001409737354,-7.951386703658794e-16,1.1379602174660566e-32,-8.572588789882138e-16
0.0072962000122061,-0.024795985015288388,0.11741746459348824,0.09760022648946065,0.043054438178135625,0.022299513386020795,-0.00247376418927555
0.00919409999914933,-0.0471872653013882,0.18140264386287977,0.14284114284608848,0.062028925981545704,0.025843023643175266,-0.005699760020144181
0.011413600004743785,-0.08589837061251634,0.2571599317442849,0.22373591400345683,0.062028925981545704,0.025843023643175263,-0.0056997600201441805
0.013198600005125627,-0.10618043539518948,0.31384480778916646,0.2686744808322173,0.07476558608938232,0.021450966425044085,-0.006149970666999551
0.015620400008629076,-0.14442274102622688,0.3888898794094085,0.34875518855003,0.0747655860893823,0.02145096642504408,-0.0061499706669995505
0.017470800012233667,-0.17706719390396106,0.4546692898756963,0.41811901646201544,0.07740919948772268,0.02136981744720272,-0.005505122477105779
0.019804800002020784,-0.18986892165282793,0.5152966584277467,0.4670143174390132,0.08884505211851837,0.022521667662000797,-0.00024563610033194786
0.02174750000995118,-0.22285308555438554,0.5792963442018402,0.5322704793889693,0.09702632018475019,0.0187865013605375,0.0019956987206918367
0.02391590000479482,-0.24581568632200318,0.6472056734547202,0.5840193010898518,0.10686651636638034,0.012542454841022791,0.004182670948986179
0.025692100010928698,-0.2754615853182389,0.7121709864735396,0.6459026626305983,0.11246706476371217,0.007038618977359316,0.006127243338123868
0.028042300007655285,-0.29285206168285755,0.7798257932988474,0.7004305955458845,0.12010029906217966,0.00706835032810326,0.0029568581894275406
0.02984410000499338,-0.32008618712366577,0.8451641772241678,0.7629841704198737,0.1267553469843012,0.002746762967649719,0.002725109697616725
0.032410100000561215,-0.3370629391861431,0.9128659766670675,0.814805897084895,0.13764131953341002,-0.001903206584069693,0.0034348367177675426
0.03430800000205636,-0.36151533401768676,0.9741701762270925,0.8728228345638616,0.14669946159505237,0.0010771466345436455,0.001659690990383466
0.036384400009410456,-0.3753539852367195,1.0401044914447766,0.928630996289302,0.1524765979875537,-0.0024807090388240683,0.0027639822956085323
0.03807270000106655,-0.4013186820560597,1.1011628253707373,0.975563315554183,0.15748961330005182,0.0057043963828408645,0.003721047841578253
0.039767900001606904,-0.40795369363904344,1.1637833141739753,1.0208331610472525,0.16790906905789,0.003278127427358211,0.012260017862639905
0.042124100000364706,-0.44321158367304436,1.2342848805366968,1.095737907055714,0.16790906905789002,0.003278127427358212,0.012260017862639905
0.043822200008435175,-0.46957185439258853,1.2966645062548765,1.1465638104363067,0.159336121622827,-0.0005417162312475192,0.011860616332629605
0.04622420000669081,-0.48237106290754195,1.3601021378697253,1.1993295268267,0.16325635332084826,-0.0025076246756825776,0.013670042374954438
0.04803170000377577,-0.5100114430232031,1.4184295330280297,1.256431656818643,0.17115782950682717,-0.0027955990194517815,0.00955595753011157
0.05059389999951236,-0.5275192727197844,1.484283718843204,1.3143519771656735,0.1708532546056674,-0.004962644992397368,0.010050829619351056
0.05225500000233296,-0.5519570046410522,1.543300815087658,1.3655461564447646,0.17814636304461723,-9.248081227520612e-05,0.008053047349258116
0.054658500012010336,-0.56811117044716,1.6043329478546993,1.4167163024184277,0.1843154709025818,0.002482848970960687,0.006470559679094522
0.0563830000028247,-0.5920458312581525,1.6597217604811711,1.460431702727563,0.19086865790430815,0.006223770900574415,0.008949983794991135
