x,y,z,time
-0.9809010624885559,0.18240541219711304,-0.31261712312698364,2.9021033000000003
-0.9809010624885559,0.18240541219711304,-0.31261712312698364,2.9022884
-0.9809849858283997,0.1824076771736145,-0.3126354217529297,2.9094731
-0.9811501502990723,0.18242591619491577,-0.3126732409000397,2.9248396
-0.9812896847724915,0.18246431648731232,-0.3126923739910126,2.9402076
-0.9814476370811462,0.18247009813785553,-0.3127152919769287,2.9556234
-0.9816218614578247,0.18249106407165527,-0.31271892786026,2.9709877000000002
-0.9817619323730469,0.18247221410274506,-0.31270483136177063,2.986358
-0.9820085167884827,0.1824655383825302,-0.31263530254364014,3.0017149
-0.9822908043861389,0.18240976333618164,-0.31251949071884155,3.0171028
-0.9824822545051575,0.18231339752674103,-0.31241023540496826,3.032493
-0.9827815890312195,0.1821768432855606,-0.3122728168964386,3.0478503
-0.9830004572868347,0.1821029782295227,-0.3121306598186493,3.0632208000000003
-0.9832062125205994,0.18202853202819824,-0.31199413537979126,3.0790238000000003
-0.9833184480667114,0.18197795748710632,-0.3119227886199951,3.0939791
-0.9834833741188049,0.18194475769996643,-0.31183499097824097,3.1093641
-0.9835554957389832,0.181905597448349,-0.3117288053035736,3.1247821000000005
-0.9836089611053467,0.1818760186433792,-0.3116787374019623,3.1400976000000003
-0.9836301803588867,0.18179742991924286,-0.3115970194339752,3.1554721000000003
-0.9836647510528564,0.18169011175632477,-0.311526894569397,3.1708694000000004
-0.9836981296539307,0.18163476884365082,-0.3114851117134094,3.1862534000000005
-0.98372483253479,0.18155045807361603,-0.31143251061439514,3.2016259000000002
-0.9837590456008911,0.18150629103183746,-0.3114202618598938,3.2169963000000004
-0.9837631583213806,0.1814701110124588,-0.31144142150878906,3.2323612
-0.9838335514068604,0.18146568536758423,-0.31148049235343933,3.2477373000000003
-0.9838964343070984,0.1815022975206375,-0.31151920557022095,3.2631222
-0.9840012788772583,0.1815325766801834,-0.311553955078125,3.2782543
-0.9841238856315613,0.18156221508979797,-0.31159523129463196,3.2936584000000004
-0.984318196773529,0.18154840171337128,-0.31166329979896545,3.3089852
-0.9845128655433655,0.18155381083488464,-0.3116823136806488,3.3246946000000004
-0.9847040176391602,0.18155720829963684,-0.31171470880508423,3.3397428000000002
-0.9849592447280884,0.1815275102853775,-0.3117395341396332,3.3551688
-0.9851770401000977,0.18150635063648224,-0.3117561340332031,3.3706793000000004
-0.9853923916816711,0.18149203062057495,-0.31178221106529236,3.3858816
-0.9855989217758179,0.18137772381305695,-0.311781644821167,3.4012585000000004
-0.985829770565033,0.18129603564739227,-0.31183579564094543,3.416629
-0.9859564900398254,0.18116645514965057,-0.31185513734817505,3.4320081000000005
-0.9861553311347961,0.18104495108127594,-0.31187325716018677,3.4473884
-0.986299991607666,0.1809445172548294,-0.3119611144065857,3.4627662999999997
-0.986419141292572,0.18084599077701569,-0.31201550364494324,3.4781391000000004
-0.9865307211875916,0.18077747523784637,-0.3121543228626251,3.4935654
-0.9866348505020142,0.18075165152549744,-0.3123116195201874,3.5088401
-0.9867610335350037,0.1807488352060318,-0.31242161989212036,3.5242342
-0.9869008660316467,0.18075089156627655,-0.31254592537879944,3.5394714000000005
-0.9871810674667358,0.1806986778974533,-0.3126266598701477,3.5548378
-0.9873920679092407,0.18064922094345093,-0.3126261234283447,3.5702186
-0.987733006477356,0.18058530986309052,-0.31267955899238586,3.5856096
-0.9881237149238586,0.1805368810892105,-0.3127007484436035,3.6009643
-0.9885154962539673,0.18051229417324066,-0.31274688243865967,3.6164507
-0.988750696182251,0.1804872751235962,-0.31273967027664185,3.6317299999999997
-0.989080548286438,0.18041226267814636,-0.3128238022327423,3.6470814
-0.9893569946289062,0.18036362528800964,-0.312873512506485,3.6624516000000003
-0.9895134568214417,0.18031710386276245,-0.3128577172756195,3.6778713
-0.989690899848938,0.18023116886615753,-0.3128412365913391,3.6932575
-0.9897597432136536,0.18017980456352234,-0.3127656877040863,3.7086078
-0.9897913336753845,0.18013909459114075,-0.31270381808280945,3.7239628000000002
-0.9897496700286865,0.18011942505836487,-0.31264832615852356,3.7393357999999997
-0.989734947681427,0.1801028847694397,-0.31256967782974243,3.7547037
-0.9897098541259766,0.1801048219203949,-0.3124977946281433,3.7700815999999997
-0.9897096157073975,0.18006747961044312,-0.3124038577079773,3.7854693999999998
-0.9897119998931885,0.17999267578125,-0.3122381269931793,3.80085
-0.9897405505180359,0.17990274727344513,-0.3120998442173004,3.8164871000000002
-0.9897754788398743,0.17981821298599243,-0.31198522448539734,3.8316149000000004
-0.9898168444633484,0.179719477891922,-0.3117915391921997,3.8469814
-0.9899121522903442,0.17964431643486023,-0.31163132190704346,3.8623366999999997
-0.989955484867096,0.17952410876750946,-0.31145748496055603,3.877728
-0.9900820851325989,0.1793668121099472,-0.31123828887939453,3.8930903999999997
-0.9901595115661621,0.17919673025608063,-0.31097108125686646,3.9084904000000003
-0.9902467727661133,0.17907285690307617,-0.3107609450817108,3.9238397
-0.9903438091278076,0.17890532314777374,-0.31049227714538574,3.9392556000000005
-0.9904410243034363,0.17877495288848877,-0.3103025257587433,3.954616
-0.990537166595459,0.17872010171413422,-0.31019455194473267,3.9699766000000003
-0.9906638264656067,0.17876258492469788,-0.31011855602264404,3.9853650999999997
-0.9908305406570435,0.17886587977409363,-0.3101113438606262,4.0007382
-0.9910107254981995,0.17905089259147644,-0.31012123823165894,4.0165019
-0.9912139177322388,0.17920953035354614,-0.3102244734764099,4.0314951
-0.9914625883102417,0.17946675419807434,-0.3103642761707306,4.046859199999999
-0.9917832612991333,0.17974132299423218,-0.3105310797691345,4.0623638
-0.9919996857643127,0.17988276481628418,-0.31064483523368835,4.0776461
-0.9923275709152222,0.18003913760185242,-0.310837984085083,4.0929709
-0.9926108121871948,0.18020257353782654,-0.3109969198703766,4.108364399999999
-0.9928387999534607,0.18033325672149658,-0.3111625909805298,4.123772799999999
-0.9931831359863281,0.1804428994655609,-0.31144651770591736,4.1391265
-0.9934743046760559,0.18060210347175598,-0.31171634793281555,4.1545058
-0.9936834573745728,0.18070538341999054,-0.3119300305843353,4.1698878
-0.9938973188400269,0.18085463345050812,-0.31218385696411133,4.1852525
-0.9941084384918213,0.18096311390399933,-0.3124377131462097,4.200612
-0.9942350387573242,0.18106894195079803,-0.31260478496551514,4.2159952999999994
-0.9944549202919006,0.18122407793998718,-0.31283992528915405,4.2313836
-0.9945585131645203,0.18139037489891052,-0.31297510862350464,4.2467653
-0.9946436285972595,0.18157003819942474,-0.31310707330703735,4.2624008
-0.9946664571762085,0.1816902607679367,-0.3131449818611145,4.2774905
-0.9946560263633728,0.18184466660022736,-0.31311121582984924,4.2928643
-0.9945728182792664,0.18194901943206787,-0.31306421756744385,4.3082512
-0.9944554567337036,0.18198181688785553,-0.3129581809043884,4.3236425999999994
-0.9943185448646545,0.18203158676624298,-0.3128678798675537,4.339016699999999
-0.9941206574440002,0.182137131690979,-0.3127894103527069,4.3543876
-0.9939706325531006,0.18220072984695435,-0.3127695918083191,4.369757399999999
-0.9937038421630859,0.18225614726543427,-0.31278377771377563,4.3851635
-0.9934577941894531,0.1822439581155777,-0.3128163516521454,4.400512399999999
-0.9933121204376221,0.18222686648368835,-0.3128092586994171,4.4159118
-0.9931758046150208,0.18222051858901978,-0.3127724826335907,4.4311153999999995
-0.9931210279464722,0.18215303122997284,-0.3127063810825348,4.4464974999999995
-0.993065357208252,0.18207678198814392,-0.3126371502876282,4.462243699999999
-0.9930647611618042,0.18201084434986115,-0.3125980794429779,4.4772558
-0.9930011034011841,0.18190449476242065,-0.31253740191459656,4.492645199999999
-0.992960512638092,0.18180054426193237,-0.3125312030315399,4.5079951
-0.9929077625274658,0.18171001970767975,-0.3125096261501312,4.523362499999999
-0.9928635954856873,0.18161194026470184,-0.3124960660934448,4.5387708
-0.9927783608436584,0.18152453005313873,-0.3125423789024353,4.554110499999999
-0.9927130341529846,0.18144667148590088,-0.3125820457935333,4.5695127
-0.9926272630691528,0.1813761442899704,-0.31259584426879883,4.5848879
-0.992548942565918,0.18133097887039185,-0.31260672211647034,4.6002281
-0.9925062656402588,0.18134090304374695,-0.3126316964626312,4.615625799999999
-0.9924535751342773,0.18140600621700287,-0.31264954805374146,4.6310204
-0.9924479126930237,0.18150115013122559,-0.31266120076179504,4.6463714
-0.992424488067627,0.18157146871089935,-0.31267106533050537,4.6617581999999995
-0.992420494556427,0.18166671693325043,-0.3126663863658905,4.6771837
-0.9924305081367493,0.18173256516456604,-0.31263500452041626,4.692498499999999
-0.9924741387367249,0.18183448910713196,-0.31264442205429077,4.7082364
-0.9925112128257751,0.18190070986747742,-0.3126208782196045,4.7233008
-0.9925552606582642,0.18202584981918335,-0.31261345744132996,4.7386212
-0.9925947189331055,0.18213272094726562,-0.31263047456741333,4.7540131
-0.9925928115844727,0.18219979107379913,-0.31262823939323425,4.7694041
-0.9926170110702515,0.18228779733181,-0.3125915229320526,4.784761499999999
-0.992644190788269,0.182343989610672,-0.31263360381126404,4.8001384
-0.9926555752754211,0.18236789107322693,-0.31265708804130554,4.8155263999999995
-0.9926633834838867,0.18236404657363892,-0.3127151429653168,4.830889
-0.9926741719245911,0.18227718770503998,-0.3127080500125885,4.8462659
-0.9926864504814148,0.18222735822200775,-0.312762975692749,4.861770099999999
-0.9927191734313965,0.18216420710086823,-0.3127753734588623,4.877171
-0.9927388429641724,0.18208454549312592,-0.312730073928833,4.892557999999999
-0.9927372932434082,0.18195945024490356,-0.3127850294113159,4.9081179
-0.9927471280097961,0.18185517191886902,-0.3127792477607727,4.9232568
-0.9927381873130798,0.1817348450422287,-0.3127885162830353,4.9386489
-0.9927579760551453,0.18161660432815552,-0.31279289722442627,4.954019199999999
-0.9927586913108826,0.18151487410068512,-0.31279054284095764,4.9693993
-0.992789089679718,0.18138840794563293,-0.31281226873397827,4.9847708
-0.9928131103515625,0.18129147589206696,-0.3128044605255127,4.999996599999999
-0.9928480386734009,0.18119929730892181,-0.31282034516334534,5.0153732
-0.9928707480430603,0.18107013404369354,-0.3128642141819,5.0307607999999995
-0.992871880531311,0.1809263676404953,-0.3128630220890045,5.0461371999999995
-0.9928900599479675,0.18083113431930542,-0.3128468692302704,5.0615068
-0.9928598999977112,0.1807209849357605,-0.3128068149089813,5.0768837
-0.9928379654884338,0.1805887520313263,-0.3127504289150238,5.0922465
-0.9927938580513,0.18049687147140503,-0.31269994378089905,5.1076346
-0.9927771091461182,0.18036086857318878,-0.31262674927711487,5.1230077
-0.9927186965942383,0.180247962474823,-0.312546044588089,5.1383971
-0.992706298828125,0.1801409274339676,-0.3124738335609436,5.1539638
-0.992661714553833,0.18005535006523132,-0.31242769956588745,5.169164899999999
-0.9926269054412842,0.17997069656848907,-0.31236156821250916,5.1846786
-0.9925767183303833,0.17988057434558868,-0.3122884929180145,5.200232799999999
-0.9925360083580017,0.17976176738739014,-0.312197744846344,5.2155729
-0.9925045371055603,0.17967583239078522,-0.3121221363544464,5.2309424
-0.9924623966217041,0.1796044260263443,-0.3120419383049011,5.2463123
-0.9924554228782654,0.17958447337150574,-0.3119298219680786,5.261695899999999
-0.992396354675293,0.17953115701675415,-0.31183841824531555,5.277063999999999
-0.9924015402793884,0.179490327835083,-0.311769038438797,5.2924606999999995
-0.9923754930496216,0.1794765293598175,-0.31169864535331726,5.308111599999999
-0.9924091100692749,0.1795135885477066,-0.31168332695961,5.3232523
-0.9924464821815491,0.17955848574638367,-0.31166160106658936,5.3386198
-0.9925061464309692,0.17961665987968445,-0.3116624057292938,5.3539786
-0.9925292730331421,0.1796509325504303,-0.3116663992404938,5.3693513
-0.9925562739372253,0.17971159517765045,-0.31168755888938904,5.384735399999999
-0.9925970435142517,0.17980630695819855,-0.3117184042930603,5.4000072999999995
