x,y,z,w,time
-0.06706953048706055,-0.0937163308262825,0.047724977135658264,0.9921901822090149,2.9021583
-0.06706953048706055,-0.0937163308262825,0.047724977135658264,0.9921901822090149,2.9023056
-0.0668281689286232,-0.09382061660289764,0.0478019081056118,0.9921929240226746,2.9095484
-0.06650073826313019,-0.09384426474571228,0.04821207374334335,0.992192804813385,2.9249251999999997
-0.06637673079967499,-0.09389109164476395,0.048532161861658096,0.9921810626983643,2.9403039
-0.06655245274305344,-0.09403787553310394,0.04892768710851669,0.9921360015869141,2.9557197
-0.06678193807601929,-0.09395492076873779,0.04910682886838913,0.992119550704956,2.9710597
-0.06690455973148346,-0.0940479040145874,0.04926926642656326,0.9920944571495056,2.9864357999999998
-0.06696943193674088,-0.0941234901547432,0.05001474544405937,0.992045521736145,3.0017868
-0.06670821458101273,-0.09446597099304199,0.05044497922062874,0.9920088052749634,3.0171745999999997
-0.06662610173225403,-0.0947859138250351,0.050640858709812164,0.991973876953125,3.0326752
-0.06655163317918777,-0.09543427079916,0.05052747577428818,0.9919224977493286,3.0479388
-0.06683976948261261,-0.09628212451934814,0.050574734807014465,0.9918187856674194,3.0632949
-0.06703462451696396,-0.09659062325954437,0.050562139600515366,0.9917762279510498,3.0791002
-0.067066490650177,-0.09666483104228973,0.050876256078481674,0.9917507767677307,3.0940621999999998
-0.0669761672616005,-0.09660390019416809,0.05107681080698967,0.991752564907074,3.1094463999999995
-0.06692706793546677,-0.09658429026603699,0.05151623860001564,0.9917349815368652,3.1248544999999996
-0.06693338602781296,-0.09654095768928528,0.05159328132867813,0.9917348623275757,3.1401627000000003
-0.06691090017557144,-0.09648747742176056,0.05128652602434158,0.9917574524879456,3.1555602
-0.06667494028806686,-0.0965733602643013,0.05115540698170662,0.9917717576026917,3.1709395999999996
-0.06634204089641571,-0.09652930498123169,0.051182497292757034,0.9917969703674316,3.1863383
-0.06587346643209457,-0.09644242376089096,0.051339685916900635,0.9918285012245178,3.2017211000000003
-0.06576777994632721,-0.09637179225683212,0.0513305589556694,0.9918428659439087,3.2170664
-0.0655931830406189,-0.09619113802909851,0.05125156417489052,0.9918761253356934,3.2324634999999997
-0.06546759605407715,-0.09604869782924652,0.051052119582891464,0.9919084906578064,3.2478296999999996
