x,y,z
0.0,0.0,0.0
0.04023313522338867,0.0152587890625,0.07992982864379883
0.08085370063781738,0.018477439880371094,0.15115737915039062
0.12487173080444336,0.03147125244140625,0.22542476654052734
0.17309188842773438,0.0476837158203125,0.29283761978149414
0.21395087242126465,0.07212162017822266,0.3579854965209961
0.25454163551330566,0.08285045623779297,0.4248619079589844
0.3085136413574219,0.07700920104980469,0.48923492431640625
0.3437995910644531,0.08499622344970703,0.5500912666320801
0.38745999336242676,0.07915496826171875,0.6150603294372559
0.47910213470458984,0.06377696990966797,0.7080435752868652
0.5192160606384277,0.05745887756347656,0.7520318031311035
0.558316707611084,0.049114227294921875,0.7894635200500488
0.5929470062255859,0.03898143768310547,0.8198022842407227
0.6228089332580566,0.0286102294921875,0.8557438850402832
0.6408989429473877,0.0362396240234375,0.8836984634399414
0.6607472896575928,0.04303455352783203,0.9010434150695801
0.6786584854125977,0.054001808166503906,0.925898551940918
0.6901919841766357,0.06377696990966797,0.9476542472839355
0.7185041904449463,0.10001659393310547,0.9769201278686523
0.7232129573822021,0.11932849884033203,0.9853839874267578
0.734865665435791,0.12791156768798828,0.982820987701416
0.7494986057281494,0.1399517059326172,0.9723901748657227
0.7597506046295166,0.14472007751464844,0.9620785713195801
0.7640719413757324,0.15044212341308594,0.951230525970459
0.7683932781219482,0.15437602996826172,0.9326338768005371
0.7753372192382812,0.15926361083984375,0.9188652038574219
0.7762610912322998,0.17571449279785156,0.8908510208129883
0.7672011852264404,0.18656253814697266,0.8641481399536133
0.764995813369751,0.21076202392578125,0.8508563041687012
0.7594525814056396,0.23221969604492188,0.8313655853271484
0.751793384552002,0.25832653045654297,0.8178353309631348
0.7574260234832764,0.3229379653930664,0.7789134979248047
0.7668137550354004,0.35071372985839844,0.7693767547607422
0.7803142070770264,0.3705024719238281,0.7538199424743652
0.7954239845275879,0.3802776336669922,0.7382631301879883
0.8078515529632568,0.39196014404296875,0.7242560386657715
0.8324384689331055,0.4030466079711914,0.7157325744628906
0.8526742458343506,0.4087686538696289,0.6921291351318359
0.8804202079772949,0.4203319549560547,0.6806254386901855
0.9027719497680664,0.43380260467529297,0.6769895553588867
0.9329915046691895,0.4445314407348633,0.6796717643737793
0.9671449661254883,0.47147274017333984,0.6706714630126953
0.9933710098266602,0.5003213882446289,0.6754398345947266
1.0204613208770752,0.5370378494262695,0.6881952285766602
1.070857048034668,0.6300210952758789,0.7063150405883789
1.0957121849060059,0.6853342056274414,0.7174015045166016
1.1210739612579346,0.7265806198120117,0.7315874099731445
1.1452734470367432,0.7679462432861328,0.743567943572998
1.172959804534912,0.7981061935424805,0.7593035697937012
1.203775405883789,0.8231401443481445,0.781714916229248
1.2342631816864014,0.8497238159179688,0.8065104484558105
1.2650489807128906,0.8673667907714844,0.8238554000854492
1.2886226177215576,0.8797645568847656,0.850379467010498
1.3248920440673828,0.8872747421264648,0.8785724639892578
1.3570785522460938,0.9033679962158203,0.8960366249084473
1.3913512229919434,0.9312629699707031,0.9256601333618164
1.4611780643463135,0.9971857070922852,1.0086297988891602
1.4916062355041504,1.0378360748291016,1.0447502136230469
1.5257298946380615,1.0886192321777344,1.0974407196044922
1.550227403640747,1.1419057846069336,1.1400580406188965
1.5891790390014648,1.1858940124511719,1.193702220916748
1.6173720359802246,1.233220100402832,1.2382864952087402
1.6430318355560303,1.267552375793457,1.275956630706787
1.6702115535736084,1.2985467910766602,1.30462646484375
1.7052292823791504,1.322031021118164,1.33591890335083
1.73225998878479,1.3481378555297852,1.3633966445922852
1.7600953578948975,1.3663768768310547,1.3913512229919434
1.8162131309509277,1.3842582702636719,1.4411211013793945
1.836627721786499,1.4069080352783203,1.4719367027282715
1.8548965454101562,1.4410018920898438,1.4891624450683594
1.8710792064666748,1.473546028137207,1.5135407447814941
1.8844008445739746,1.5076398849487305,1.5461444854736328
1.8913745880126953,1.5555620193481445,1.577913761138916
1.9031167030334473,1.5954971313476562,1.6165375709533691
1.9214749336242676,1.6646385192871094,1.6747713088989258
1.924067735671997,1.6887187957763672,1.70058012008667
1.9303858280181885,1.7039775848388672,1.7203092575073242
1.9286274909973145,1.7015933990478516,1.7371773719787598
1.9291341304779053,1.7070770263671875,1.7443299293518066
1.9346773624420166,1.6995668411254883,1.7445087432861328
1.941084861755371,1.6756057739257812,1.7507672309875488
1.9459128379821777,1.6586780548095703,1.756906509399414
1.9364655017852783,1.640915870666504,1.7791390419006348
1.9297301769256592,1.6460418701171875,1.7892718315124512
1.9207894802093506,1.6508102416992188,1.8007755279541016
1.9159317016601562,1.664876937866211,1.8053650856018066
1.9077658653259277,1.6846656799316406,1.8039941787719727
1.894146203994751,1.704096794128418,1.8109679222106934
1.8793344497680664,1.7234086990356445,1.7988085746765137
1.8743574619293213,1.7247200012207031,1.8057823181152344
1.8701553344726562,1.7222166061401367,1.7916560173034668
1.863926649093628,1.716017723083496,1.7853379249572754
1.8585026264190674,1.6933679580688477,1.7684102058410645
1.85471773147583,1.6759634017944336,1.7548799514770508
1.8440485000610352,1.6471147537231445,1.7243623733520508
1.8362700939178467,1.6311407089233398,1.712203025817871
1.8188059329986572,1.6162395477294922,1.7057061195373535
1.8033981323242188,1.6183853149414062,1.6980171203613281
1.791924238204956,1.614212989807129,1.696169376373291
1.7840266227722168,1.6139745712280273,1.7000436782836914
1.7771422863006592,1.6285181045532227,1.7112493515014648
1.7706751823425293,1.6423463821411133,1.7077922821044922
1.7670691013336182,1.6521215438842773,1.707315444946289
1.765131950378418,1.6574859619140625,1.7089247703552246
1.7635226249694824,1.6543865203857422,1.70820951461792
1.7600953578948975,1.6522407531738281,1.7072558403015137
1.7577111721038818,1.6402006149291992,1.7074346542358398
1.7551183700561523,1.6318559646606445,1.696169376373291
1.748889684677124,1.6238689422607422,1.6852021217346191
1.725703477859497,1.6132593154907227,1.661837100982666
1.7157196998596191,1.6186237335205078,1.643359661102295
1.6914308071136475,1.6247034072875977,1.6314983367919922
1.667022705078125,1.6497373580932617,1.6263127326965332
1.6333460807800293,1.6731023788452148,1.6200542449951172
1.6001462936401367,1.6994476318359375,1.6167759895324707
1.5692412853240967,1.714944839477539,1.6101598739624023
1.4919042587280273,1.735687255859375,1.6071200370788574
1.4547109603881836,1.7347335815429688,1.6068816184997559
1.414567232131958,1.739501953125,1.6039609909057617
1.3766288757324219,1.7398595809936523,1.589059829711914
1.3354122638702393,1.7293691635131836,1.5837550163269043
1.2896955013275146,1.725912094116211,1.5835165977478027
1.2478232383728027,1.7178058624267578,1.5882253646850586
1.209348440170288,1.7125606536865234,1.6049742698669434
1.1091232299804688,1.7232894897460938,1.622915267944336
1.0596215724945068,1.736760139465332,1.6291141510009766
1.0051429271697998,1.746535301208496,1.6483068466186523
